id	target	sty0	sty1	exy0	exy1	snippet
6381	1	0.40037307279	0.59962692721	0.299506574028	0.700493425972	"Dick Tracy" is one cool movie.
12312	1	0.408967122663	0.591032877337	0.258274145276	0.741725854724	They do however declare the area a legal frontier and as such set up a fully equipped customs office at the end of the road, mainly to monitor smuggling than to ensure any safety for the residents of Pimlico.<br /><br />Eventually the border is closed altogether starting a major siege, with the Bugundian residents slowly running out of water and food, but never the less fighting on in true British style.
16872	0	0.63103563136	0.36896436864	0.723263374773	0.276736625227	Since the character Danniele has no brains and is just a nut who runs around insane and snarling and snapping like a wolf, it takes little skill to play.
12101	1	0.401524382929	0.598475617071	0.474100438673	0.525899561327	The main arch likely takeover gang comes from Wang (a definite pun on what the gang represents during its spare-time, played by Tomorowo Taguchi as a typical wacko with real terror in his eyes), and his partner Karino (Takeshi Caesar, who's threatening even when just repeating a commandment over and over to a woman who's just had her eye plugged out following a sour deal), who are the ruthless kind to pop up almost organically in a Miike movie.
17515	0	0.662081186853	0.337918813147	0.91728785759	0.0827121424097	The people involved should be ashamed.
19918	1	0.705703052375	0.294296947625	0.552922674813	0.447077325187	Really, you should get it if you don't have it.
12280	1	0.367224957378	0.632775042622	0.487420956794	0.512579043206	But many townspeople begin to rue the day they hired Tollinger, as his way of cleaning up the town becomes very taxing (suddenly High Plains Drifter seems less original).
5016	1	0.488476614139	0.511523385861	0.40777503187	0.59222496813	you will probably even like it if you like watching people fight with magical stuff.
19045	0	0.677667375109	0.322332624891	0.700233398443	0.299766601557	He was an over-protective, neat-freak with a really HOT TEMPER!
15706	1	0.364025187986	0.635974812014	0.334584513298	0.665415486702	Freddy Krueger the dream stalker from elm street returns,the great character actor Robert englund is back in this sequel of nightmare 5, dream child.i hope i got the number correctly.there's been so many,and this one is one of the best,especially for the cameos by;Rosanne Barr (then Arnold)tom Arnold,johnny depp,(who did the very first nightmare in 84)alice cooper(singer)you will see Freddy as a tormented child,a teenager who loves pain,and as a family guy(creepy)the effects are very funny and creative,the cast also includes Lisa Zane(Billy's sister) breckin Meyer(road trip)yaphet kotto(alien,live and let die)and Amanda Donahue(father knows best)i was one of the people 3who saw this in 3d,well the ending.i love 3d movies.i missed the first 3d wave in 1953(i wasn't even born yet)the second wave was in 1983.i like all the Freddy movies.this one stands out as one of the better ones not counting the first which was absolutely brilliant,Freddy became the new monster of the 80s and 90s,along with Jason voorhees,chucky,Micheal myers,and leather face.can you imagine a film with all of them?i recommend this to all Freddy fans and horror fans alike.that Freddy is such a cut up.8 out of 10.
24968	1	0.33990232704	0.66009767296	0.123779470309	0.876220529691	Whether or not he does it will be at a terrible price, and the great irony of the film is that the ultimate form of an 'escape' may not be one a man might imagine.<br /><br />With all its budget limitations it is greatly to the first-time feature director Eric Vallette's credit that his film succeeds as well as it does.
13495	0	0.680708200629	0.319291799371	0.567938447058	0.432061552942	This whole Lolita thing especially as there is an older man involved leaves me rather uneasy.
9682	0	0.690560481926	0.309439518074	0.627056978194	0.372943021806	It never did.<br /><br />If you are ever given a choice, you would prefer putting your own eyes out to sitting though this movie.<br /><br />I registered for IMDb comments just in the hope that perhaps I can warn others against viewing this movie.
2601	1	0.75721580903	0.24278419097	0.657505316237	0.342494683763	To me, the rich girls didn't have outfits that made them look rich.
652	1	0.527728835968	0.472271164032	0.632131660472	0.367868339528	Brown and Keitel are the only Americans in the cast.
18098	0	0.680428165134	0.319571834866	0.697252064099	0.302747935901	Superchick, which was first released in 1973, now comes into this category.
1860	1	0.397755641962	0.602244358038	0.110810326052	0.889189673948	There is a gritty reality to the sport as well.<br /><br />There is so much that could be said about this documentary, about the surfers, the early history of the sport, and the wild big wave surfers it profiles.
12030	0	0.737751439316	0.262248560684	0.620032572763	0.379967427237	The script is so slow, it is really a 25 minute story blown up to 1 hour 40 min.
23046	1	0.5459017352	0.4540982648	0.516793532328	0.483206467672	I cannot imagine a full Captain, the Commanding Officer, ever telling his Chief to intentionally flunk anyone.
1666	1	0.667719688513	0.332280311487	0.622386557105	0.377613442895	It was very annoying to listen to him sing and talk when I couldn't understand him.
14574	0	0.623030163451	0.376969836549	0.574998107203	0.425001892797	I'm compelled to ask, "what made you think this was a story worth telling in the first place!?"
21799	0	0.676318063141	0.323681936859	0.801055229989	0.198944770011	He doesn't even snap a wrist or crack a neck in any visible way(..sure we see a slight resemblance of some tool getting tossed around, but it's not as clear a picture as I enjoy because the filmmakers have such fast edits and dizzying close-ups).
13031	1	0.506018211229	0.493981788771	0.288959864179	0.711040135821	Saw this film in the late fifties, maybe three or four times, and never since then forgot it.I remember it was one of the first Warner like cinemas cope features, process called Warnerscope which gave a very neat cinematography.
7299	0	0.850616079132	0.149383920868	0.724623645659	0.275376354341	As for RIPLEY activating his mobile phone?
7987	1	0.463303375694	0.536696624306	0.458994727275	0.541005272725	While I like Eric Stoltz and Paula Malcomson individually, together their scenes seemed to lack chemistry, at this point it could simply be down to developing their characters, but this is something I think needs work.
21491	1	0.469619831656	0.530380168344	0.361400098199	0.638599901801	Don't pass up this hothouse melodrama, chock full of creepily exotic blooms, if it comes your way; it's a remarkable movie.
13537	1	0.692195720328	0.307804279672	0.567318135876	0.432681864124	The Moroni character is an absolute scream.
7933	1	0.714668801346	0.285331198654	0.507324444954	0.492675555046	I'll come clean.
14777	1	0.703556566878	0.296443433122	0.88928596549	0.11071403451	You have characters dressed like something out of a 80s-themed nightmare wandering around delivering bad dialogue in very hammy fashion and making illogical decisions that serve no other purpose but to move the story to the next weird plot point (typically watching as a peripheral character does something uncharacteristic of a sane person while our main character stares aghast and too shocked to do anything about it).<br /><br />If you're looking for something that'll scare you stay away.
21352	0	0.851720813729	0.148279186271	0.909215243272	0.0907847567277	b) See just how bad a film can be.
6190	0	0.743928335665	0.256071664335	0.573742186368	0.426257813632	Historically accurate?
20942	1	0.563732044719	0.436267955281	0.080722477621	0.919277522379	Barbara Steele, is her usual beautiful/creepy self.
12775	1	0.387699035289	0.612300964711	0.366872521358	0.633127478642	Their rapport was obvious from the outset and what was intended as little more than a Universal progrmmer became both a cult and a classic.
3149	0	0.752494810444	0.247505189556	0.68077059269	0.31922940731	Stay away from it.
21907	0	0.753474456658	0.246525543342	0.828548772638	0.171451227362	<br /><br />There are inexplicable changes to the story that really serve no great purpose except, possibly, to dumb it down (the stolen jewels being a case in point).
7165	0	0.716010886024	0.283989113976	0.763997469634	0.236002530366	Nasty things begins to happen to the dude as he turns into a cheesy looking creature.
24616	1	0.40562957805	0.59437042195	0.215327019422	0.784672980578	She is forced to seduce men for her evil mistress, but when she meets innocent Ling Choi Sin they fall in love.<br /><br />Ling Choi Sin is sort of a bumbling fool but his heart is in the right place, while Tsing tries to protect him from the other spirits in the woods, he tries to protect her from the monk who is trying to kill the spirits in the woods.
15981	1	0.705047919406	0.294952080594	0.720378508523	0.279621491477	An angry Derek Jarryd tries to distance himself from Phillip Madras who led the men.
15915	1	0.504980198773	0.495019801227	0.499611016136	0.500388983864	His "Blow Out", made the next year, was an improvement.
11762	0	0.727821775552	0.272178224448	0.914553172172	0.0854468278282	In Theodore Rex poor Whoopi Goldberg is set up as a tough police cop who gets to work with a pathetic dinosaur on a case.
1154	1	0.509749871158	0.490250128842	0.138457327415	0.861542672585	I love the mice from the film too, they are cute.
11832	1	0.393860038159	0.606139961841	0.290369423944	0.709630576056	The one of the most remarkable sci-fi movies of the millennium.
24405	0	0.741937456306	0.258062543694	0.670875649685	0.329124350315	It's just the meaning that's missing.
10922	0	0.719692394625	0.280307605375	0.661413015058	0.338586984942	Coincidently i did.
6930	0	0.474331896551	0.525668103449	0.477681234633	0.522318765367	Along comes the husband's old best friend (Wei Li), who also used to be the wife's boyfriend when they were teens.
23111	0	0.396303437359	0.603696562641	0.300804365207	0.699195634793	The characters, with all their virtues and flaws, are near and dear to my heart.
23364	0	0.713987345373	0.286012654627	0.775381395729	0.224618604271	He then burned the bodies in the house's fireplace to hide any evidence.
6679	1	0.496523252684	0.503476747316	0.188811356515	0.811188643485	I love Anne-Marie Johnson's acting.
689	1	0.334497718159	0.665502281841	0.110567435008	0.889432564992	He does a great job showing the fearless general tempered with the humane side of the man.
11154	1	0.574346153798	0.425653846202	0.155010415914	0.844989584086	Cried my eyes off, first time in my life for a movie.
11499	1	0.333264300481	0.666735699519	0.273316817459	0.726683182541	This is not a movie you watch for entertainment, at least most people I know would not.<br /><br />It's portraits the cruelty to both body and mind that happen in a war pretty well, the characters seem plausible, especially because you "read their minds", something more often found in books and rarely in movies, however done very well in this piece.
861	0	0.336668333658	0.663331666342	0.461694826084	0.538305173916	Besides, what is only hinted at and left to the reader's imagination in the book is dwelt upon with complaisance in the TV adaptation: making some scenes both gross and comic, (like when Huntingdon's eye starts bleeding) and others far too sexed up for a period drama!
21299	1	0.321673220794	0.678326779206	0.407069668089	0.592930331911	"<br /><br />A voice over comments the story at the beginning and at the end and history is given a rough ride:height of irony,it's a genuine historian who speaks!<br /><br />Christian-Jaque directs the movie with gusto and he knows only one tempo :accelerated.<br /><br />Remake in 2003 with Vincent Perez and Penelope Cruz.I have not seen it but I do not think it had to be made in the first place.
3441	1	0.407629193903	0.592370806097	0.298698245091	0.701301754909	Although it may seem wrong and bias to support a film , I think the point of view shown in the movie is utterly legitimate.
16448	0	0.771175329379	0.228824670621	0.890505542135	0.109494457865	Shes not even a werewolf, but a schizo chick whose ancestor was hanged for lycanthropy.
2498	1	0.485614208163	0.514385791837	0.466506176348	0.533493823652	So I think this objection is silly--you might as well complain that the play isn't in Danish (after all they live in Denmark don't they?
10931	0	0.652882928064	0.347117071936	0.652252487871	0.347747512129	But it's worth the 2.50 to rent the movie -- just be prepared to fast-forward it.
5899	0	0.63903444902	0.36096555098	0.775708705341	0.224291294659	For those who have not seen this show, here's an example of the dialog: "You're sure you're okay with going out with a caveman."
6789	1	0.528695765433	0.471304234567	0.496457405808	0.503542594192	In spite of what first impressions may give, it isn't cheesy, corny, tacky, or ridiculous, and is actually highly entertaining and funny.
24155	1	0.523847448071	0.476152551929	0.407778635097	0.592221364903	This movie defined the 80's, so just have fun with it.
6081	1	0.401452754912	0.598547245088	0.304743375647	0.695256624353	Dr. Baxter, who won a Peabody Award for his achievements, continued making high quality instructional films after the Capra quartet were concluded.<br /><br />HEMO THE Magnificent, which was produced, written & directed by Capra, relates the story of the human heart and blood circulation system, using animation and gentle humor.
5549	0	0.773625555578	0.226374444422	0.907367545357	0.0926324546427	The number of reviews praising this absolute waste of time bolsters my suspicion that some people are getting paid to promote titles.
3178	0	0.410495003469	0.589504996531	0.473151829097	0.526848170903	Only that I might more effectively criticize this movie, I wish that I were more articulate.
17284	0	0.699637835802	0.300362164198	0.85883782756	0.14116217244	The editing is good acting decent, sound effects aren't too over the top.
3717	0	0.754504283993	0.245495716007	0.960827270616	0.039172729384	It really was a pain to sit through this flick, as there's no plot, no good acting and even the special effects aren't convincing, especially the so-called zombies, wearing nothing more than white make-up and their old clothes, so their good set wouldn't be ruined by ketchup and marmalade stains.
18912	0	0.669153680894	0.330846319106	0.725564311609	0.274435688391	There's a fair amount of glimpsed gore, and they threw in lots of nudity, but the latter half of the movie presents a few ironic twists.
9282	0	0.752603304538	0.247396695462	0.505526386857	0.494473613143	Maddox is just nuts and is secretly making up all those communications from escaped mental patient Stanton!
7142	1	0.386087616249	0.613912383751	0.0876504690545	0.912349530946	"The Bourne Ultimatum" begins recklessly mid-chase and in pulse-pounding fashion explodes from there as Jason Bourne (Matt Damon, absolutely superb) tracks down the masterminds behind the CIA black-ops that turned him into the perfect killer in a final attempt to learn his true identity.
9565	1	0.351983311348	0.648016688652	0.43874852902	0.56125147098	If you like watching movies to get all your nerves excited through on-screen action, sex or terror, then this movie is not for you, because you will find that the movie is not full of 90 degrees twists in it.
10389	1	0.624750088447	0.375249911553	0.815868640864	0.184131359136	This was the first movie where you COULDN'T.
9445	0	0.711858683867	0.288141316133	0.725523125889	0.274476874111	)<br /><br />I just don't know why this movie is rated so high, and in rotten tomatoes, even higher, what's wrong with good, rational and objective criticism?
16316	0	0.731620988481	0.268379011519	0.746631527508	0.253368472492	There is a remark that one of heroines was raped on "drunken rampage" by Russian soldiers, which is completely untrue.
20958	0	0.683770953372	0.316229046628	0.779191746421	0.220808253579	To put it simply, I am not fond of westerns.
14423	1	0.483004440769	0.516995559231	0.445562063687	0.554437936313	This third film is probably the weakest of the three, but all of them are good.
14464	0	0.673168696861	0.326831303139	0.681917192018	0.318082807982	It's pretty much about some high school seniors acting dopey and doing drugs and speaking in a language that became outdated decades ago.
13594	0	0.646559663988	0.353440336012	0.640926989106	0.359073010894	Not just the one coming from this woman's eyes.
11937	1	0.402143372056	0.597856627944	0.311315927835	0.688684072165	And I liked it that way.<br /><br />So I've only seen this movie once and I believe it was a good decision not to watch it again.
15559	0	0.711466563589	0.288533436411	0.936467325496	0.0635326745041	I'm putting this HACK on my "avoid at all costs" list for any other films his name is attached to.
